especievalida,nombrecomun,categoriaresidenciaaves,longitud,latitud
Lanio aurantius,"tangara capucha negra, tangara garganta negra",Residente (R),-94.9,18.5166667
Laniocera rufescens,"llorón fioié, plañidera jaspeada",Residente (R),-90.9410997,16.1124493
Laniocera rufescens rufescens,plañidera jaspeada,Residente (R),-93.3516667,16.8866667
Lanius ludovicianus,"alcaudón verdugo, verdugo americano",Residente (R); Migratoria de invierno (MI),-114.4300045,28.8824166
Larus argentatus,gaviota plateada,Migratoria de invierno (MI),-87.0266705,20.6739559
Larus californicus,gaviota californiana,Migratoria de invierno (MI),-113.5288954,31.2964638
Larus crassirostris,gaviota cola negra,Accidental (A),-114.5032024,31.6872762
Larus delawarensis,gaviota pico anillado,Migratoria de invierno (MI),-87.0266705,20.6739559
Larus dominicanus,"gaviota dominicana, gaviota meridional",Accidental (A),-89.8450402,21.2501092
Larus fuscus,gaviota sombría,Migratoria de invierno (MI),-89.949955,21.1992387
Larus glaucescens,"gaviota ala glauca, gaviota alas blancas",Migratoria de invierno (MI),-112.092551,24.7783575
Larus glaucoides,gaviota de Groenlandia,Migratoria de invierno (MI),-114.8270956,31.033671
Larus glaucoides thayeri,gaviota de Thayer,Migratoria de invierno (MI),-116.1166667,30.5
Larus heermanni,"gaviota ploma, gaviota plomiza",Residente (R),-113.5288954,31.2964638
Larus hyperboreus,gaviota blanca,Migratoria de invierno (MI),-97.1484947,25.9482821
Larus livens,"gaviota bajacaliforniana, gaviota pata amarilla",Residente (R),-113.5288954,31.2964638
Larus marinus,gaviota mayor,Accidental (A),-88.105545,21.6081209
Larus occidentalis,gaviota occidental,Residente (R); Migratoria de invierno (MI),-117.599,32.5833
Larus occidentalis occidentalis,gaviota occidental,Residente (R); Migratoria de invierno (MI),-117.25,32.4333333
Laterallus exilis,polluela pecho gris,Residente (R),-94.4886179,17.9782474
Laterallus jamaicensis,polluela negra,Residente (R),-114.719754,31.926729
Laterallus ruber,"polluela canela, polluela rojiza",Residente (R),-87.5732153,20.0691949
Legatus leucophaius,"papamoscas pirata, papamoscas rayado chico",Migratoria de verano (MV),-86.9636536,20.7586019
Leiothlypis celata,"chipe corona naranja, chipe oliváceo",Residente (R); Migratoria de invierno (MI),-114.4300045,28.8824166
Leiothlypis celata celata,chipe corona naranja,Residente (R); Migratoria de invierno (MI),-95.45,18.4666667
Leiothlypis crissalis,"chipe crisal, chipe de colima",Migratoria de invierno (MI); Migratoria de verano (MV),-103.518863,19.533456
Leiothlypis luciae,"chipe rabadilla castaña, chipe rabadilla rufa",Migratoria de invierno (MI); Migratoria de verano (MV),-109.2345923,26.405194
Leiothlypis peregrina,chipe peregrino,Migratoria de invierno (MI),-100.1943898,17.4221123
Leiothlypis ruficapilla,"chipe cabeza gris, chipe de coronilla",Migratoria de invierno (MI),-103.3560483,20.6753883
Leiothlypis ruficapilla ruficapilla,chipe de coronilla,Migratoria de invierno (MI),-101.6833333,19.6
Leiothlypis virginiae,chipe de Virginia,Migratoria de invierno (MI),-103.2862532,20.731047
Lepidocolaptes affinis,trepatroncos corona punteada,Residente (R),-98.03407,20.211076
Lepidocolaptes leucogaster,"trepatroncos escarchado, trepatroncos mexicano",Residente (R),-100.1943898,17.4221123
Lepidocolaptes leucogaster leucogaster,trepatroncos escarchado,Residente (R),-100.1033333,21.3533333
Lepidocolaptes souleyetii,trepatroncos corona rayada,Residente (R),-100.1943898,17.4221123
Leptodon cayanensis,gavilán cabeza gris,Residente (R),-95.1468534,18.5228338
Leptopogon amaurocephalus,"mosquerito gorra café, mosquero gorra parda",Residente (R),-95.02,17.02
Leptotila cassinii,paloma pecho gris,Residente (R),-91.579609,16.970338
Leptotila jamaicensis,paloma caribeña,Residente (R),-89.800128,18.241381
Leptotila plumbeiceps,"paloma cabeza gris, paloma cabeza ploma",Residente (R),-95.1468534,18.5228338
Leptotila verreauxi,paloma arroyera,Residente (R),-100.1943898,17.4221123
Leucophaeus atricilla,gaviota reidora,Residente (R); Migratoria de invierno (MI),-88.1649882,21.5992128
Leucophaeus modestus,gaviota gris,Accidental (A),-90.6879376,19.6361845
Leucophaeus pipixcan,gaviota de Franklin,Transitoria (T),-93.3392684,15.6006862
Limnodromus griseus,costurero pico corto,Migratoria de invierno (MI),-109.2345923,26.405194
Limnodromus griseus caurinus,costurero pico corto,Migratoria de invierno (MI),-115.9666667,30.4533333
Limnodromus griseus griseus,costurero pico corto,Migratoria de invierno (MI),-104.5,23.4666667
Limnodromus scolopaceus,costurero pico largo,Migratoria de invierno (MI),-99.4973373,19.1531034
Limnothlypis swainsonii,chipe corona café,Migratoria de invierno (MI),-89.0833,18.5
Limosa fedoa,picopando canelo,Migratoria de invierno (MI),-88.1649882,21.5992128
Limosa haemastica,"picopando del este, picopando ornamentado",Transitoria (T),-90.29965,20.98952
Limosa lapponica,picopando cola barrada,Accidental (A),-86.8339678,20.9597602
Lipaugus unirufus,pía guardabosques,Residente (R),-90.837595,16.250392
Lipaugus unirufus unirufus,pía guardabosques,Residente (R),-95.0333333,17.1383333
Lonchura malacca,capuchino tricolor,Residente (R),-91.6705227,17.9044853
Lonchura punctulata,capuchino pecho escamoso,Residente (R),-87.7075205,21.4439895
Lophodytes cucullatus,mergo cresta blanca,Migratoria de invierno (MI),-105.5565554,28.1854548
Lophornis brachylophus,"coqueta cresta corta, coqueta de Atoyac",Residente (R),-100.1943898,17.4221123
Lophornis helenae,coqueta cresta negra,Residente (R),-92.1459459,15.092923
Lophostrix cristata,"búho cuerno blanco, búho cuernos blancos",Residente (R),-92.850105,15.592826
Loxia curvirostra,picotuerto rojo,Residente (R),-99.36667,19.28333
Lurocalis semitorquatus,chotacabras cola corta,Residente (R),-90.8619547,16.2562905
Malacoptila panamensis,buco barbón,Residente (R),-90.8580746,16.2547849
Manacus candei,"manaquín cuello blanco, saltarín cuello blanco",Residente (R),-96.3405674,17.6638143
Mareca americana,pato chalcuán,Migratoria de invierno (MI),-99.4973373,19.1531034
Mareca penelope,pato silbón,Migratoria de invierno (MI),-114.0549555,27.9652876
Mareca strepera,pato friso,Migratoria de invierno (MI),-99.4973373,19.1531034
Megaceryle alcyon,martín pescador norteño,Migratoria de invierno (MI),-109.5463004,28.4557269
Megaceryle torquata,martín pescador de collar,Residente (R),-89.0320753,18.4323762
Megarynchus pitangua,Luis pico grueso,Residente (R),-100.1943898,17.4221123
Megascops asio,"tecolote del este, tecolote oriental",Residente (R),-100.2833333,25.5333333
Megascops barbarus,tecolote barbudo,Residente (R),-92.6383306,16.7366667
Megascops cooperi,tecolote de Cooper,Residente (R),-92.8918767,15.4802515
Megascops guatemalae,tecolote sapo,Residente (R),-87.600273,21.307155
Megascops kennicottii,"tecolote del oeste, tecolote occidental",Residente (R),-99.1195214,20.0073064
Megascops seductus,tecolote del Balsas,Residente (R),-99.234974,18.704864
Megascops trichopsis,tecolote rítmico,Residente (R),-96.59,16.2016667
Megascops trichopsis trichopsis,tecolote rítmico,Residente (R),-103.655,19.5766667
Melanerpes aurifrons,carpintero cheje,Residente (R),-95.01698,18.35812
Melanerpes chrysogenys,carpintero enmascarado,Residente (R),-100.1943898,17.4221123
Melanerpes chrysogenys chrysogenys,carpintero enmascarado,Residente (R),-105.8383333,23.3083333
Melanerpes formicivorus,carpintero bellotero,Residente (R),-100.1943898,17.4221123
Melanerpes hypopolius,"carpintero del balsas, carpintero pecho gris",Residente (R),-97.3947783,18.4823716
Melanerpes lewis,carpintero de Lewis,Migratoria de invierno (MI),-115.9085083,32.0453328
Melanerpes pucherani,carpintero cara negra,Residente (R),-96.3405674,17.6638143
Melanerpes pygmaeus,carpintero yucateco,Residente (R),-89.5540482,21.0237991
Melanerpes pygmaeus pygmaeus,carpintero yucateco,Residente (R),-86.935,20.4333333
Melanerpes uropygialis,carpintero del desierto,Residente (R),-111.2332262,25.7185884
Melanerpes uropygialis uropygialis,carpintero del desierto,Residente (R),-107.0166667,24.4183333
Melanitta americana,"negreta negra, negreta pico amarillo",Migratoria de invierno (MI),-115.9754455,30.4842857
Melanitta deglandi,negreta alas blancas americana,Migratoria de invierno (MI),-113.5574341,28.9468706
Melanitta perspicillata,negreta nuca blanca,Migratoria de invierno (MI),-111.2557983,27.9689337
Melanoptila glabrirostris,maullador negro,Residente (R),-87.3098356,20.3988183
Melanotis caerulescens,mulato azul,Residente (R),-99.249065,19.009524
Melanotis hypoleucus,mulato pecho blanco,Residente (R),-92.1316667,16.25
Meleagris gallopavo,guajolote norteño,Residente (R),-104.6414555,23.25745
Meleagris gallopavo gallopavo,guajolote norteño,Residente (R),-101.12,27.8666667
Meleagris ocellata,guajolote ocelado,Residente (R),-89.7395699,21.0757484
Melospiza georgiana,gorrión pantanero,Migratoria de invierno (MI),-109.5463004,28.4557269
Melospiza georgiana georgiana,gorrión pantanero,Migratoria de invierno (MI),-109.3333333,29.8666667
Melospiza lincolnii,gorrión de Lincoln,Migratoria de invierno (MI),-114.73141,32.715386
Melospiza lincolnii lincolnii,gorrión de Lincoln,Migratoria de invierno (MI),-99.5,17.55
Melospiza melodia,gorrión cantor,Residente (R); Migratoria de invierno (MI),-99.4973373,19.1531034
Melozone aberti,"rascador enmascarado, toquí enmascarado",Residente (R),-115.1821494,32.1804512
Melozone albicollis,"rascador oaxaqueño, toquí oaxaqueño",Residente (R),-96.510774,17.0098918
Melozone albicollis albicollis,toquí oaxaqueño,Residente (R),-97.3783333,17.5633333
Melozone biarcuata,rascador patilludo,Residente (R),-92.893954,15.442236
Melozone crissalis,"rascador californiano, toquí californiano",Residente (R),-109.928211,23.657133
Melozone fusca,"rascador viejita, toquí pardo",Residente (R),-103.4526797,19.5901715
Melozone kieneri,"rascador nuca canela, rascador nuca rufa",Residente (R),-99.1014007,18.9658571
Melozone kieneri kieneri,rascador nuca rufa,Residente (R),-103.3333333,20.855
Melozone leucotis,"rascador oreja blanca, rascador orejas blancas",Residente (R),-92.14638,15.08608
Mergus merganser,mergo mayor,Migratoria de invierno (MI),-109.2345923,26.405194
Mergus serrator,mergo copetón,Migratoria de invierno (MI),-109.2345923,26.405194
Micrastur ruficollis,halcón selvático barrado,Residente (R),-94.9,18.5166667
Micrastur semitorquatus,halcón selvático de collar,Residente (R),-100.1943898,17.4221123
Micrathene whitneyi,tecolote enano,Residente (R); Migratoria de invierno (MI); Migratoria de verano (MV),-110.124315,23.441545
Microcerculus philomela,"chivirín ruiseñor, saltapared ruiseñor",Residente (R),-91.577934,16.967433
Microrhopias quixensis,"hormiguero ala punteada, hormiguero alas punteadas",Residente (R),-90.837595,16.250392
Mimus gilvus,centzontle tropical,Residente (R),-87.2342466,20.513145
Mimus graysoni,"centzontle de Isla Socorro, centzontle de Socorro",Residente (R),-110.95642,18.77768
Mimus polyglottos,centzontle norteño,Residente (R); Migratoria de invierno (MI),-103.5738524,25.8777308
Mimus polyglottos polyglottos,centzontle norteño,Residente (R); Migratoria de invierno (MI),-99.5,17.55
Mionectes oleagineus,"mosquerito ocre, mosquero ocrillo",Residente (R),-88.883333,18.383333
Mitrephanes phaeocercus,"mosquero copetón, papamoscas copetón",Residente (R),-104.0516942,20.6532106
Mitrephanes phaeocercus phaeocercus,mosquero copetón,Residente (R),-100.8316667,19.7033333
Mniotilta varia,chipe trepador,Migratoria de invierno (MI),-100.1943898,17.4221123
Molothrus aeneus,tordo ojos rojos,Residente (R); Migratoria de verano (MV),-100.1943898,17.4221123
Molothrus aeneus aeneus,tordo ojo rojo,Residente (R); Migratoria de verano (MV),-91.3125833,16.1994444
Molothrus ater,tordo cabeza café,Residente (R); Migratoria de invierno (MI),-100.581523,25.021968
Molothrus bonariensis,"tordo común, tordo sudamericano",Residente (R),-87.3779637,21.5233397
Molothrus oryzivorus,tordo gigante,Residente (R),-93.3392684,15.6006862
Momotus coeruliceps,momoto corona azul,Residente (R),-98.947105,22.0814097
Momotus lessonii,momoto corona negra,Residente (R),-95.01698,18.35812
Momotus mexicanus,"momoto corona café, momoto corona canela",Residente (R),-100.1943898,17.4221123
Momotus mexicanus mexicanus,momoto corona café,Residente (R),-99.5,17.55
Morococcyx erythropygus,cuclillo terrestre,Residente (R),-100.1943898,17.4221123
Morococcyx erythropygus erythropygus,cuclillo terrestre,Residente (R),-93.9166667,16.5666667
Morphnus guianensis,águila crestada,Residente (R),-90.9811735,16.8607339
Morus bassanus,bobo norteño,Migratoria de invierno (MI),-97.1484947,25.9482821
Motacilla alba,lavandera blanca,Accidental (A),-114.0549555,27.9652876
Motacilla tschutschensis,lavandera amarilla,Accidental (A),-115.9457588,30.4094494
Myadestes occidentalis,clarín jilguero,Residente (R),-100.1943898,17.4221123
Myadestes townsendi,clarín norteño,Residente (R); Migratoria de invierno (MI),-108.163273,29.320693
Myadestes townsendi townsendi,clarín norteño,Residente (R); Migratoria de invierno (MI),-115.91,32.0466667
Myadestes unicolor,clarín unicolor,Residente (R),-96.004919,17.247789
Myadestes unicolor unicolor,clarín unicolor,Residente (R),-98.7466667,20.805
Mycteria americana,cigüeña americana,Residente (R); Migratoria de invierno (MI),-89.0320753,18.4323762
Myiarchus cinerascens,papamoscas cenizo,Residente (R); Migratoria de invierno (MI); Migratoria de verano (MV),-109.928211,23.657133
Myiarchus crinitus,papamoscas viajero,Migratoria de invierno (MI),-89.9012736,18.5338613
Myiarchus nuttingi,"papamoscas de Nutting, papamoscas huí",Residente (R),-108.0783333,25.46
Myiarchus tuberculifer,papamoscas triste,Residente (R),-100.1943898,17.4221123
Myiarchus tyrannulus,"papamoscas gritón, papamoscas tirano",Residente (R); Migratoria de verano (MV),-89.0320753,18.4323762
Myiarchus yucatanensis,papamoscas yucateco,Residente (R),-90.1960376,20.8158667
Myiarchus yucatanensis yucatanensis,papamoscas yucateco,Residente (R),-91.0833333,18.2166667
Myiobius sulphureipygius,"mosquerito rabadilla amarilla, mosquero rabadilla amarilla",Residente (R),-89.3645047,17.9672613
Myioborus miniatus,"chipe de montaña, pavito alas negras",Residente (R),-100.1943898,17.4221123
Myioborus miniatus miniatus,chipe de montaña,Residente (R),-105.8383333,23.3083333
Myioborus pictus,"chipe ala blanca, pavito alas blancas",Residente (R),-100.6194483,22.0415583
Myioborus pictus pictus,chipe ala blanca,Residente (R),-97.3333333,18.7
Myiodynastes luteiventris,"papamoscas atigrado, papamoscas rayado común",Migratoria de verano (MV),-100.1943898,17.4221123
Myiodynastes maculatus,"papamoscas rayado, papamoscas rayado cheje",Migratoria de verano (MV),-95.03569,18.52424
Myiopagis viridicata,"elenia verdosa, mosquerito verdoso",Residente (R),-100.1943898,17.4221123
Myiopsitta monachus,perico monje argentino,Residente (R),-98.8679914,19.4905512
Myiozetetes similis,"Luis gregario, luisito común",Residente (R),-100.1943898,17.4221123
Myrmotherula schisticolor,"hormiguero apizarrado, hormiguero plomizo",Residente (R),-92,15.9533333
Myrmotherula schisticolor schisticolor,hormiguero apizarrado,Residente (R),-91.4366667,16.8116667
Nannopterum auritum,"cormorán orejudo, cormorán orejón",Residente (R); Migratoria de invierno (MI),-114.73141,32.715386
Nannopterum brasilianum,"cormorán neotropical, cormorán oliváceo",Residente (R),-88.3018971,18.493776
Nomonyx dominicus,pato enmascarado,Residente (R),-92.4204254,18.3080847
Notharchus hyperrhynchus,buco de collar,Residente (R),-94.3,17.15
Nucifraga columbiana,cascanueces americano,Residente (R),-115.9085083,32.0453328
Numenius americanus,zarapito pico largo,Migratoria de invierno (MI),-109.568875,23.597522
Numenius borealis,zarapito boreal,Transitoria (T),-107.9733333,30.3566667
Numenius phaeopus,zarapito trinador,Migratoria de invierno (MI),-99.7637598,16.748347
Nyctanassa violacea,"garza nocturna corona clara, pedrete corona clara",Residente (R); Migratoria de invierno (MI),-91.9952202,17.7202149
Nyctanassa violacea violacea,pedrete corona clara,Residente (R); Migratoria de invierno (MI),-99.5833333,16.75
Nyctibius grandis,"bienparado mayor, pájaro estaca mayor",Residente (R),-90.9205556,16.1380556
Nyctibius jamaicensis,"pájaro estaca, pájaro estaca norteño",Residente (R),-106.4418631,23.2995931
Nycticorax nycticorax,"garza nocturna corona negra, pedrete corona negra",Residente (R); Migratoria de invierno (MI),-99.4973373,19.1531034
Nyctidromus albicollis,chotacabras pauraque,Residente (R),-100.416938,25.6477067
Nyctidromus albicollis albicollis,chotacabras pauraque,Residente (R),-92.65,15.35
Nyctiphrynus mcleodii,"tapacamino prío, tapacaminos prío",Residente (R),-99.5,17.55
Nyctiphrynus yucatanicus,"tapacamino yucateco, tapacaminos huil",Residente (R),-87.7313232,20.4823411
Oceanites oceanicus,paíño de Wilson,Accidental (A); Oceánica (O),-117.22648,32.366821
Odontophorus guttatus,codorniz bolonchaco,Residente (R),-91.579609,16.970338
Oenanthe oenanthe,collalba norteña,Accidental (A),-114.0078735,28.2961245
Oncostoma cinereigulare,"mosquerito pico curvo, mosquero pico curvo",Residente (R),-89.9012736,18.5338613
Onychoprion anaethetus,charrán embridado,Migratoria de invierno (MI); Migratoria de verano (MV),-86.7792892,21.0619546
Onychoprion fuscatus,"charrán albinegro, charrán sombrío",Residente (R); Migratoria de invierno (MI); Oceánica (O),-100.2667,16.85
Onychorhynchus coronatus,mosquero real,Residente (R),-91.9805556,17.5091667
Oporornis agilis,chipe de Connecticut,Accidental (A),-114.0504456,27.9666658
Oreophasis derbianus,"pavón, pavón cornudo",Residente (R),-92.8922222,15.4244444
Oreortyx pictus,codorniz de montaña,Residente (R),-115.8542121,32.0432978
Oreortyx pictus pictus,codorniz de montaña,Residente (R),-115.45,30.9166667
Oreoscoptes montanus,"cuicacoche chato, cuitlacoche de chías",Migratoria de invierno (MI),-100.1027491,25.9070744
Oreothlypis superciliosa,"chipe cejas blancas, parula ceja blanca",Residente (R),-100.1943898,17.4221123
Oriturus superciliosus,"zacatonero rayado, zacatonero serrano",Residente (R),-99.4973373,19.1531034
Ornithion semiflavum,"mosquerito enano, mosquero ceja blanca",Residente (R),-95.1468534,18.5228338
Ortalis leucogastra,chachalaca vientre blanco,Residente (R),-92.8918767,15.4802515
Ortalis poliocephala,chachalaca pálida,Residente (R),-100.1943898,17.4221123
Ortalis vetula,"chachalaca oriental, chachalaca vetula",Residente (R),-95.01698,18.35812
Ortalis wagleri,chachalaca vientre castaño,Residente (R),-106.32161,23.5030583
Oxyura jamaicensis,pato tepalcate,Residente (R); Migratoria de invierno (MI),-99.4973373,19.1531034
Pachyramphus aglaiae,"cabezón degollado, mosquero-cabezón degollado",Residente (R),-100.1943898,17.4221123
Pachyramphus aglaiae aglaiae,mosquero-cabezón degollado,Residente (R),-97.3333333,18.7
Pachyramphus cinnamomeus,"cabezón canelo, mosquero-cabezón canelo",Residente (R),-91.192916,16.248622
Pachyramphus major,"cabezón mexicano, mosquero-cabezón mexicano",Residente (R),-87.2509874,20.9460456
Pachyramphus major major,mosquero-cabezón mexicano,Residente (R),-91.3070833,16.189
Pachyramphus polychopterus,cabezón alas blancas,Accidental (A),-90.967091,16.899682
Pachysylvia decurtata,"verdillo gris, vireocillo cabeza gris",Residente (R),-90.9471962,16.1234976
Pampa curvipennis,"fandanguero cola cuña, fandanguero mexicano",Residente (R),-98.9742054,21.7340278
Pampa curvipennis excellens,"fandanguero cola larga, fandanguero tuxtleño",Residente (R),-95.1468534,18.5228338
Pampa rufa,"fandanguero canelo, fandanguero rojizo",Residente (R),-92.085257,15.086542
Pandion haliaetus,"gavilán pescador, águila pescadora",Residente (R); Migratoria de invierno (MI),-100.1943898,17.4221123
Panyptila cayennensis,vencejo tijereta menor,Residente (R),-96.2238889,18.0458333
Panyptila sanctihieronymi,vencejo tijereta mayor,Residente (R),-91.6739065,16.0997026
Parabuteo unicinctus,aguililla rojinegra,Residente (R),-109.544274,28.4573233
Paraclaravis mondetoura,tórtola pecho morado,Residente (R),-92.6680556,16.7561111
Pardirallus maculatus,rascón pinto,Residente (R),-90.3434,20.52984
Parkesia motacilla,chipe arroyero,Migratoria de invierno (MI),-98.03407,20.211076
Parkesia noveboracensis,chipe charquero,Migratoria de invierno (MI),-99.4973373,19.1531034
Passer domesticus,"gorrión casero, gorrión doméstico",Residente (R),-100.1943898,17.4221123
Passer domesticus domesticus,gorrión casero,Residente (R),-115.2716667,32.545
Passerculus sandwichensis,gorrión sabanero,Residente (R); Migratoria de invierno (MI),-100.581523,25.021968
Passerculus sandwichensis sandwichensis,gorrión sabanero,Residente (R); Migratoria de invierno (MI),-92.1166667,16.2133333
Passerella iliaca,gorrión rascador,Migratoria de invierno (MI),-115.9085083,32.0453328
Passerina amoena,"colorín lázuli, colorín pecho canela",Migratoria de invierno (MI); Migratoria de verano (MV),-109.928211,23.657133
Passerina caerulea,picogordo azul,Residente (R); Migratoria de invierno (MI); Migratoria de verano (MV),-101.3305683,20.7539483
Passerina ciris,colorín sietecolores,Migratoria de invierno (MI); Migratoria de verano (MV),-89.0320753,18.4323762
Passerina cyanea,colorín azul,Migratoria de invierno (MI),-100.1943898,17.4221123
Passerina leclancherii,colorín pecho naranja,Residente (R),-100.1943898,17.4221123
Passerina rositae,colorín azulrosa,Residente (R),-94.8709,16.5835
Passerina versicolor,colorín morado,Residente (R); Migratoria de verano (MV),-100.1943898,17.4221123
Patagioenas cayennensis,paloma colorada,Residente (R),-92.0160398,17.4997138
Patagioenas fasciata,"paloma de collar, paloma encinera",Residente (R); Migratoria de invierno (MI),-109.928211,23.657133
Patagioenas flavirostris,paloma morada,Residente (R),-100.1943898,17.4221123
Patagioenas flavirostris flavirostris,paloma morada,Residente (R),-108.6216667,26.415
Patagioenas leucocephala,paloma corona blanca,Residente (R),-87.01397,20.40559
Patagioenas nigrirostris,paloma triste,Residente (R),-90.9471962,16.1234976
Patagioenas speciosa,paloma escamosa,Residente (R),-89.0833,18.5
Pelecanus erythrorhynchos,"pelícano blanco, pelícano blanco americano",Migratoria de invierno (MI),-101.2773033,20.9069083
Pelecanus occidentalis,"pelícano café, pelícano pardo",Residente (R); Migratoria de invierno (MI),-99.7637598,16.748347
Penelope purpurascens,pava cojolita,Residente (R),-95.1468534,18.5228338
Penelope purpurascens purpurascens,pava cojolita,Residente (R),-91.3063333,16.2067778
Penelopina nigra,pajuil,Residente (R),-92.085257,15.086542
Petrochelidon fulva,golondrina pueblera,Residente (R); Migratoria de verano (MV),-89.6409436,20.8747409
Petrochelidon pyrrhonota,golondrina risquera,Migratoria de verano (MV); Transitoria (T),-109.5463004,28.4557269
Peucaea botterii,zacatonero de Botteri,Residente (R),-100.581523,25.021968
Peucaea carpalis,"zacatonero ala rufa, zacatonero hombros canela",Residente (R),-109.5463004,28.4557269
Peucaea cassinii,zacatonero de Cassin,Residente (R); Migratoria de invierno (MI),-100.581523,25.021968
Peucaea humeralis,zacatonero pecho negro,Residente (R),-99.1014007,18.9658571
Peucaea mystacalis,zacatonero embridado,Residente (R),-96.234758,16.701318
Peucaea ruficauda,zacatonero corona rayada,Residente (R),-105.4724853,20.3953046
Peucaea sumichrasti,zacatonero istmeño,Residente (R),-93.646946,16.1749128
Peucedramus taeniatus,ocotero enmascarado,Residente (R),-97.4172547,18.9481856
Peucedramus taeniatus taeniatus,ocotero enmascarado,Residente (R),-97.1,16.2266667
Phaeochroa cuvierii,"chupaflor pechiescamado, colibrí pecho escamoso",Residente (R),-90.888386,16.821504
Phaeoptila sordida,"colibrí opaco, colibrí oscuro",Residente (R),-96.510774,17.0098918
Phaethon aethereus,rabijunco pico rojo,Residente (R); Oceánica (O),-109.4380975,23.2440669
Phaethon lepturus,rabijunco cola blanca,Accidental (A); Oceánica (O),-111.298611,25.937222
Phaethon rubricauda,rabijunco cola roja,Accidental (A); Oceánica (O),-110.54277,20.4795
Phaethornis longirostris,"colibrí ermitaño mesoamericano, colibrí ermitaño pico largo, ermitaño mexicano",Residente (R),-95.01698,18.35812
Phaethornis mexicanus,colibrí ermitaño mexicano,Residente (R),-100.1943898,17.4221123
Phaethornis striigularis,"colibrí ermitaño enano, ermitaño enano",Residente (R),-95.01698,18.35812
Phainopepla nitens,capulinero negro,Residente (R); Migratoria de invierno (MI),-109.928211,23.657133
Phainopepla nitens nitens,capulinero negro,Residente (R); Migratoria de invierno (MI),-100.6316667,23.7933333
Phalaenoptilus nuttallii,"tapacamino tevíi, tapacaminos pandeagua",Residente (R),-110.124315,23.441545
Phalaropus fulicarius,falaropo pico grueso,Migratoria de invierno (MI),-110.8557763,25.2427987
Phalaropus lobatus,falaropo cuello rojo,Migratoria de invierno (MI),-110.5421118,24.6919099
Phalaropus tricolor,falaropo pico largo,Migratoria de invierno (MI); Transitoria (T),-101.6946683,21.1765733
Pharomachrus mocinno,quetzal mesoamericano,Residente (R),-94.48,16.5066667
Phasianus colchicus,faisán de collar,Residente (R),-114.8566103,32.4314838
Pheucticus chrysopeplus,picogordo amarillo,Residente (R),-99.1014007,18.9658571
Pheucticus ludovicianus,"picogordo degollado, picogordo pecho rosa",Migratoria de invierno (MI); Transitoria (T),-100.1943898,17.4221123
Pheucticus melanocephalus,picogordo tigrillo,Residente (R); Migratoria de invierno (MI); Migratoria de verano (MV),-100.1943898,17.4221123
Pheugopedius felix,"chivirín feliz, saltapared feliz",Residente (R),-100.1943898,17.4221123
Pheugopedius maculipectus,"chivirín moteado, saltapared moteado",Residente (R),-95.01698,18.35812
Philortyx fasciatus,"codorniz barrada, codorniz rayada",Residente (R),-99.5833333,17.3333333
Phoebastria albatrus,albatros rabón,Migratoria de invierno (MI); Oceánica (O),-116.1166667,30.5
Phoebastria immutabilis,albatros de Laysan,Residente (R); Transitoria (T); Oceánica (O),-114.034316,26.162883
Phoebastria nigripes,albatros patas negras,Transitoria (T); Oceánica (O),-117.7315,32.5833
Phoenicopterus ruber,flamenco americano,Residente (R),-88.1649882,21.5992128
Phylloscopus borealis,mosquitero Ártico,Accidental (A),-115.0833333,27.8466667
Phylloscopus fuscatus,"chipe sombrío, mosquitero sombrío",Accidental (A),-114.7220707,29.7325204
Phylloscopus inornatus,mosquitero cejas amarillas,Accidental (A),-109.778397,23.362384
Piaya cayana,"cuclillo canela, cuclillo canelo",Residente (R),-100.1943898,17.4221123
Pionus senilis,loro corona blanca,Residente (R),-91.577934,16.967433
Pipilo chlorurus,"rascador cola verde, toquí cola verde",Residente (R); Migratoria de invierno (MI),-110.0266921,23.5289481
Pipilo maculatus,"rascador moteado, toquí moteado",Residente (R); Migratoria de invierno (MI),-99.1195214,20.0073064
Pipilo ocai,"rascador de collar, toquí de collar",Residente (R),-99.834252,17.609779
Piranga bidentata,"piranga dorso rayado, tangara dorso rayado",Residente (R),-100.1943898,17.4221123
Piranga erythrocephala,"piranga cabeza roja, tangara cabeza roja",Residente (R),-96.4243948,15.9462477
Piranga flava,"piranga encinera, tangara encinera",Residente (R),-100.1943898,17.4221123
Piranga leucoptera,"piranga alas blancas, tangara ala blanca",Residente (R),-100.1943898,17.4221123
Piranga leucoptera leucoptera,tángara ala blanca,Residente (R),-92,15.8783333
Piranga ludoviciana,"piranga capucha roja, tangara capucha roja",Migratoria de invierno (MI),-100.1943898,17.4221123
Piranga olivacea,"piranga escarlata, tangara escarlata",Transitoria (T),-89.1290214,20.0197287
Piranga roseogularis,"piranga yucateca, tangara yucateca",Residente (R),-88.2753237,20.6385237
Piranga rubra,"piranga roja, tangara roja",Migratoria de invierno (MI); Migratoria de verano (MV),-109.544274,28.4573233
Pitangus sulphuratus,Luis bienteveo,Residente (R),-100.1943898,17.4221123
Platalea ajaja,espátula rosada,Residente (R); Migratoria de invierno (MI),-99.314067,25.6564671
Platyrinchus cancrominus,"mosquerito pico chato, mosquero pico chato",Residente (R),-89.0320753,18.4323762
Platyrinchus cancrominus cancrominus,mosquero pico chato,Residente (R),-95.035,16.8733333
Plegadis chihi,"ibis cara blanca, ibis ojos rojos",Residente (R); Migratoria de invierno (MI),-103.5738524,25.8777308
